Provenance,Uniformity,Dataset Charaterstics,Metadata coupling,% of non duplicated rows,% of non missing cells,Unskewness,Number of Categorical Columns wrt all cols,Uncoorelation,DataQuality,MetricDataQuality,CalculatedDataQuality,ErrorPercentage,ComparisionFactor Threshold=5,ComparisionFactor Threshold=4,ComparisionFactor Threshold=3
94.86631731,94.92772961,98.22177351,80.24898608,99.34382849,27.106692,84.68630298,25.37894083,55.79597611,95.25217739,73.78322772,92.30346572,18.520238,18.520238,18.520238,18.520238
79.85430347,98.06067397,97.63700189,85.71061826,94.76638203,13.73284349,93.73351371,22.25654603,94.31965604,94.80633444,76.17497479,92.66017548,16.48520069,16.48520069,16.48520069,16.48520069
87.64455974,97.80235507,97.7849487,81.15050744,54.92323753,99.23396598,99.72692974,8.404563435,75.04227831,98.52962564,80.91426858,95.90882775,14.99455917,14.99455917,14.99455917,14.99455917
98.48162046,97.80599515,95.71703446,97.83302174,99.84246831,27.64233443,99.44369838,10.34130995,99.67104144,96.68058199,86.38535362,94.98704253,8.601688911,8.601688911,8.601688911,8.601688911
58.61154832,95.92323144,98.6550548,61.9248156,79.36536372,99.49114961,87.01386864,16.88361904,99.36442482,98.11653272,80.33757359,95.25203464,14.91446105,14.91446105,14.91446105,14.91446105
65.33160626,99.91686537,96.70309706,77.25440074,99.54299461,75.80149759,74.74360645,12.21098516,99.02045989,98.73774083,82.5509504,95.35449171,12.80354131,12.80354131,12.80354131,12.80354131
39.11639281,94.57207406,92.63512877,55.46689892,86.911231,74.30172177,96.14862012,14.12682706,99.7977865,96.6895657,73.74363399,93.71659985,19.97296586,19.97296586,19.97296586,19.97296586
76.25729207,97.60425186,69.67217864,84.84605711,26.72796587,56.64368337,46.04503002,6.015585616,85.79592245,95.11685107,62.80503729,92.36427656,29.55923927,29.55923927,29.55923927,29.55923927
128.8355354,95.07673611,94.61609249,47.10075162,99.18425243,34.92755976,95.62410975,10.83030862,99.88561987,94.90406462,85.35845613,93.69681923,8.338363104,8.338363104,8.338363104,8.338363104
66.04560247,96.50066875,97.27830068,70.31854636,99.53308471,86.75274435,70.45134851,18.39351106,99.38906128,98.51152536,83.17035758,95.34524141,12.17488384,12.17488384,12.17488384,12.17488384
79.19654704,93.80117897,94.6711077,16.33279761,99.90642828,87.59276711,88.02259339,21.41708168,88.81227015,95.17025959,77.70943968,93.24800357,15.53856389,15.53856389,15.53856389,15.53856389
92.26683832,99.99861644,97.95262377,23.53486603,99.72507162,78.3184305,99.7431928,17.14425705,99.08488409,95.94268494,82.67340507,93.99376564,11.32036057,11.32036057,11.32036057,11.32036057
93.26497165,99.90142305,95.37923595,80.40129054,57.19897351,92.83363562,99.42375039,0.244632125,99.70673451,98.85886861,85.47849764,96.60598743,11.12748979,11.12748979,11.12748979,11.12748979
77.50626395,98.2061087,99.12425609,84.00775092,98.53904992,49.28756905,88.62313795,6.138798573,90.22453121,98.37724438,80.99168503,94.73445484,13.74276981,13.74276981,13.74276981,13.74276981
79.68421973,98.88111004,99.95715431,69.96981324,99.25278731,84.67027593,84.63588467,12.77616049,96.76483636,99.21619823,86.28176541,95.86543017,9.583664759,9.583664759,9.583664759,9.583664759
90.39209269,95.91358046,92.0350609,34.69764314,99.26893951,94.86194847,64.75924167,18.84623326,99.66785995,96.65737619,83.28907657,94.60543383,11.31635726,11.31635726,11.31635726,11.31635726
47.99826686,97.34843172,90.28620623,81.88995003,99.36230217,60.44225531,99.43846839,21.87607354,60.92689921,96.83698927,73.06276669,93.52309141,20.46032473,20.46032473,20.46032473,20.46032473
57.15224178,98.29203844,98.8256885,39.88249286,67.74653748,99.49946846,66.70251503,14.66599096,89.47770732,96.28874045,70.70385021,93.48558621,22.78173599,22.78173599,22.78173599,22.78173599
38.50141869,94.1277066,90.18520751,27.09867551,94.64227426,80.2354556,90.1719509,17.59439223,84.22443355,94.63531192,68.58787214,92.37863021,23.79075807,23.79075807,23.79075807,23.79075807
67.51589003,98.86337606,93.29821347,88.12187075,65.20699143,99.91782458,76.94581047,13.26582858,72.80472416,98.64272535,77.57560168,95.5102958,17.93469412,17.93469412,17.93469412,17.93469412
97.02582341,99.32976181,95.07581108,84.67767097,84.002309,71.04421242,99.3382166,19.13169878,99.39468979,99.19851882,88.42320267,95.87668461,7.453481944,7.453481944,7.453481944,7.453481944
55.99642929,93.15314001,96.36548505,93.05663985,95.9408088,83.83246272,99.21574938,28.33411642,42.74873328,96.59090466,76.43736783,94.58242584,18.14505801,18.14505801,18.14505801,18.14505801
97.13164834,97.06361442,97.11234434,92.2683273,90.74565153,97.56157921,91.29768849,20.95745781,96.77752537,99.68134198,94.19095184,97.44607088,3.255119037,#N/A,#N/A,3.255119037
88.82762962,97.43024948,98.69962382,74.45978396,99.29542552,35.49606086,94.320917,20.64812917,61.31812272,96.37314435,75.1015509,92.80374139,17.70219049,17.70219049,17.70219049,17.70219049
85.63425305,98.37712036,93.00860342,98.33204777,89.7584641,68.11224877,82.84337432,20.36965149,80.8681579,99.11065347,84.01623766,95.44933427,11.43309661,11.43309661,11.43309661,11.43309661
38.37207906,99.05259261,99.89004477,99.66509984,92.69516019,99.39489486,82.68391892,28.37791175,99.82184985,97.03444622,84.4484961,96.40304383,11.95454773,11.95454773,11.95454773,11.95454773
87.11116594,99.32874723,92.10935296,90.43888306,99.90532259,43.78829259,99.71037014,0.40849128,99.63593212,98.07431595,85.82688099,95.55038976,9.723508763,9.723508763,9.723508763,9.723508763
33.91542147,99.08649524,69.51351285,38.40731951,68.5345967,10.60470432,89.09715156,23.28161773,74.68916274,90.02289975,50.5273056,88.14907267,37.62176707,37.62176707,37.62176707,37.62176707
75.54130702,97.89748088,96.00465504,67.09128571,98.94686824,90.69627971,90.87516082,8.298964271,72.04840529,99.02751012,82.27621319,95.54996644,13.27375325,13.27375325,13.27375325,13.27375325
94.63506509,96.2068705,92.20655999,94.73170026,92.9897923,93.63248947,99.37564814,0.230902149,75.89222153,99.74621285,90.87175756,97.59038427,6.718626703,6.718626703,6.718626703,6.718626703
87.3811753,99.53617633,97.0628608,87.3069509,63.40110177,5.574612922,87.64121811,25.94633198,74.1373389,92.9471425,66.16738712,90.95566135,24.78827423,24.78827423,24.78827423,24.78827423
98.2241958,97.85801374,87.97118805,47.34006598,64.27104629,99.91125855,88.11176204,13.33305502,99.11710672,97.6953316,82.85875799,95.1882519,12.32949391,12.32949391,12.32949391,12.32949391
69.57917582,97.55534808,95.68337764,93.09135373,99.0533769,99.08293973,99.01542501,29.14881638,65.24794755,98.35874665,86.21147379,96.27539544,10.06392165,10.06392165,10.06392165,10.06392165
68.61364647,96.33161212,95.59080075,30.70270951,77.15091692,99.95674222,44.87082178,0.570485645,70.55795801,95.19990286,67.86774942,93.19015477,25.32240534,25.32240534,25.32240534,25.32240534
91.41073115,96.20297761,94.0778082,53.18415488,80.90578552,17.70426154,97.43962144,14.53819529,79.23662776,94.50223233,69.12881899,91.24022737,22.11140837,22.11140837,22.11140837,22.11140837
61.38347283,98.34815815,92.52630296,45.07549069,99.5048635,70.35656121,99.18434799,0.621136033,88.57960452,97.36035485,76.55772404,94.08045402,17.52272998,17.52272998,17.52272998,17.52272998
94.97729848,95.16295235,97.27868894,140.1990597,97.15254928,51.98551484,85.14457928,12.04805583,79.96149149,97.00903581,90.82424293,97.09416242,6.269919483,6.269919483,6.269919483,6.269919483
91.18820714,97.62549545,93.58710884,22.04400323,68.14237314,91.98670935,81.499169,30.7796455,67.20867747,94.85741197,70.98990777,92.22805608,21.23814831,21.23814831,21.23814831,21.23814831
91.63843238,97.25429593,99.72080683,35.9164862,99.01686501,68.77858211,58.93294251,16.57554679,87.21134476,96.29594981,76.47254473,93.07149482,16.5989501,16.5989501,16.5989501,16.5989501
73.368938,98.73741587,91.79347623,77.34251029,99.00431994,72.27567734,99.72723548,15.83460807,99.43196222,98.98174294,85.95634893,95.61147614,9.655127209,9.655127209,9.655127209,9.655127209
87.56791395,98.75044656,96.41818883,45.46842244,68.2188136,71.31830642,70.51507529,0.708948037,72.60437393,97.79858542,70.00450041,93.03555369,23.03105328,23.03105328,23.03105328,23.03105328
128.1179473,95.93005698,89.25446692,94.04307557,96.52764488,47.19408749,99.76291524,14.03987949,98.78502321,97.52311082,94.05103482,96.17362204,2.122587222,#N/A,#N/A,#N/A
80.35653922,97.86420112,95.61356683,97.48670982,73.36138541,30.77610298,99.8012993,9.944324001,84.51832888,96.69637652,75.55431648,93.69901209,18.14469561,18.14469561,18.14469561,18.14469561
98.80389863,97.44676123,89.59331111,0.876412668,88.17354178,21.97432749,93.16246567,39.90616784,99.29611871,88.36361285,68.05740671,89.19061455,21.13320784,21.13320784,21.13320784,21.13320784
77.42106712,95.06910997,99.4417188,68.69467688,98.84480466,3.662591106,99.91458933,4.710278444,99.52241972,93.27300346,73.67176394,92.23729221,18.56552827,18.56552827,18.56552827,18.56552827
95.22514395,98.48344687,93.37821317,0.315712315,99.05133263,99.71259728,99.73758484,30.56273438,89.37571816,92.89651202,81.62118228,93.42653648,11.8053542,11.8053542,11.8053542,11.8053542
97.87408679,96.02686694,93.62539767,82.62109345,86.43087966,88.41596744,99.48011601,42.11674903,90.64193175,98.59569283,90.30019713,95.78123928,5.481042144,5.481042144,5.481042144,5.481042144
77.7881423,97.0454919,97.79082567,47.12232269,99.46500105,38.24668028,67.85835293,0.061927588,67.09599749,95.8846813,67.64058534,91.89213965,24.25155432,24.25155432,24.25155432,24.25155432
97.34096962,96.85528565,99.2218387,85.13188637,99.58055083,72.88363053,99.19080049,22.27314329,99.55081686,99.21663317,91.97194279,96.29911563,4.327172833,#N/A,4.327172833,4.327172833
69.82431754,98.39530989,90.68852995,96.36101512,99.40247082,73.54226352,97.95184356,13.27501823,99.8485181,99.1119633,88.29890436,96.48416138,8.185257016,8.185257016,8.185257016,8.185257016
82.07270585,95.94113129,99.9078479,78.29584456,99.55214142,99.99544281,42.03851837,6.405711252,99.61782132,97.70971043,86.86157281,96.6141722,9.75259939,9.75259939,9.75259939,9.75259939
86.01471506,97.59872712,98.81909136,98.72081796,77.60463672,10.19790337,82.48531125,21.70036763,99.46164338,94.19352065,75.09981254,92.69216294,17.5923504,17.5923504,17.5923504,17.5923504
99.52469338,96.984614,88.3249637,68.25849237,88.03000038,99.61185556,92.29930795,8.522511289,99.11990797,99.37979115,91.26812749,96.92896249,5.660834992,5.660834992,5.660834992,5.660834992
99.56480427,97.44021404,97.15171725,90.67964259,99.31589681,99.32445917,88.96298371,42.71541677,99.23518617,98.76975914,96.71709569,97.09216792,0.375072231,#N/A,#N/A,#N/A
73.84171752,96.82601521,68.33280757,4.486296106,48.3078918,28.85331413,99.51205696,10.11457496,99.65958181,89.03896271,57.56912508,89.09516886,31.52604377,31.52604377,31.52604377,31.52604377
74.56536408,96.12887044,94.2487628,81.07354456,96.39883715,54.49262548,99.53464807,16.36160703,66.72864301,98.10503573,77.451065,93.99224511,16.54118011,16.54118011,16.54118011,16.54118011
54.21488135,99.37341367,98.49212724,59.13513164,90.90047173,86.98465245,77.14457027,14.8301239,99.94299686,97.82008736,78.32925527,94.65821254,16.32895727,16.32895727,16.32895727,16.32895727
98.80900659,99.04696615,98.60320811,90.05215136,80.94653328,28.39262017,88.6360577,6.435739565,74.66421446,96.57880209,76.23102994,93.54588527,17.31485532,17.31485532,17.31485532,17.31485532
82.71119362,97.28976113,99.46234582,92.24652899,77.78438047,30.01044593,88.61242422,10.94713718,99.76608681,96.75106457,77.53164156,93.77845707,16.24681551,16.24681551,16.24681551,16.24681551
84.10983512,98.27607664,92.71993097,42.18560932,70.07414342,79.19937706,99.93349555,12.50375261,59.93276457,97.11744694,71.32371163,93.03791536,21.71420373,21.71420373,21.71420373,21.71420373
89.19020088,96.72687297,98.7808568,28.9830459,99.60419614,33.47828489,84.29577809,9.312137892,99.57201731,94.18352497,73.69756899,91.90567583,18.20810684,18.20810684,18.20810684,18.20810684
65.75036979,99.60523276,98.83154999,97.88308715,99.58291413,89.72745046,95.91393334,3.666892555,51.96205453,98.13281043,81.96303344,96.37899071,14.41595727,14.41595727,14.41595727,14.41595727
55.85152207,99.64464852,98.55992828,84.12372823,75.79081482,63.93599931,83.6330083,14.8501216,82.8982441,98.29012306,73.14166491,93.90098622,20.75932131,20.75932131,20.75932131,20.75932131
68.8390182,96.37092637,94.08511704,24.13511222,99.34648643,85.29193704,99.92088503,33.07651361,86.32126419,95.17756081,77.20950991,93.01928039,15.80977048,15.80977048,15.80977048,15.80977048
84.92286283,95.12262974,88.90246936,53.3210121,96.78953362,99.76870621,83.27356612,0.282713501,99.52174677,98.69803847,87.09652972,96.32536925,9.228839526,9.228839526,9.228839526,9.228839526
68.12326148,97.59505694,99.13759,57.49415955,99.61803871,66.38262313,87.91294607,6.479427422,99.55939817,98.11910935,79.91022198,94.48734552,14.57712355,14.57712355,14.57712355,14.57712355
60.5071492,97.04408162,97.0367146,94.51305173,87.06860291,38.92898064,97.59585872,0.322556855,68.41219975,96.88916092,72.30743846,93.77720225,21.46976379,21.46976379,21.46976379,21.46976379
51.42703177,94.57277236,98.17142404,0.623555133,99.34396289,99.50046783,73.73583073,5.789313516,78.50180214,91.84107862,68.65693006,92.58412027,23.92719021,23.92719021,23.92719021,23.92719021
77.88515481,98.3714819,91.47766259,65.88271436,94.04000866,31.25967205,63.89299309,33.43586817,80.04017455,95.48668562,70.22039742,91.4263825,21.20598507,21.20598507,21.20598507,21.20598507
66.38099337,99.46970861,91.48524945,80.64481175,88.27416993,73.88352798,90.14541145,9.033384735,90.54971367,99.25314272,80.72665,95.24781079,14.52116079,14.52116079,14.52116079,14.52116079
97.2211087,98.60585376,90.28887888,63.78643933,77.39407052,42.14546409,66.64733699,31.51550073,79.30675503,96.50005998,72.33339202,91.93713257,19.60374055,19.60374055,19.60374055,19.60374055
74.64300266,99.60179268,91.27606433,54.02558884,60.43490837,58.51939604,99.67466752,5.024357244,75.61571874,97.54804943,68.52751711,92.68835411,24.160837,24.160837,24.160837,24.160837
76.42377705,94.53968115,99.0077994,78.62775893,99.86677735,67.8303722,99.25370136,5.386845737,99.42040806,99.07746858,86.058891,95.83932614,9.78043515,9.78043515,9.78043515,9.78043515
82.4532568,96.44299295,92.57411452,76.61514522,99.09947878,27.12200792,99.33460633,8.558372259,99.38490381,96.42317365,79.79745396,93.72014653,13.92269257,13.92269257,13.92269257,13.92269257
72.11809587,97.06046385,99.3778026,53.73638542,72.72584874,96.97646731,76.28704566,16.71291644,88.27254955,98.14238277,76.95925698,94.45170273,17.49244575,17.49244575,17.49244575,17.49244575
80.24275423,94.47893332,93.03893593,11.39438843,31.33269376,67.56600101,64.60717513,22.80976691,99.18877221,91.12778892,59.71248475,90.1148073,30.40232255,30.40232255,30.40232255,30.40232255
68.50991937,97.09480415,97.6181558,87.92946285,99.87209181,63.28902994,88.37693769,0.990281668,68.26735247,98.64231455,78.60354681,95.04333527,16.43978846,16.43978846,16.43978846,16.43978846
99.87042467,96.74152677,93.34536265,72.00640332,99.63215062,42.65938634,86.7068486,12.01976082,66.19237285,97.31486983,78.16325413,93.54369258,15.38043845,15.38043845,15.38043845,15.38043845
84.48748315,96.27471769,90.96711313,26.40780041,49.06177337,38.35937422,69.23585213,19.21822048,84.20621293,93.56470947,59.0993619,89.66733587,30.56797396,30.56797396,30.56797396,30.56797396
40.08317985,94.96433198,95.90939662,162.4505505,72.25301663,20.57219872,99.14421446,34.81025847,86.6056246,89.58826861,76.01406905,94.35911736,18.34504831,18.34504831,18.34504831,18.34504831
98.26277633,99.0493964,98.24915627,18.10392511,99.45248614,22.93448537,93.05800978,3.808444008,77.75694349,91.84163211,69.01477966,90.87735921,21.86257955,21.86257955,21.86257955,21.86257955
85.60750496,99.52111008,96.18330632,39.36859268,99.86119343,64.28073462,63.25530617,0.842509054,86.25309134,96.88854795,75.40914681,93.42852694,18.01938013,18.01938013,18.01938013,18.01938013
83.52007722,96.55664721,94.75384638,44.16373008,99.92779136,80.70379946,63.7652168,36.81245804,63.41558826,96.16391889,74.76140333,92.71087961,17.94947628,17.94947628,17.94947628,17.94947628
50.47816328,98.89836567,83.62980397,97.25011616,55.35136191,74.99406479,92.50880258,16.36228817,51.87516085,96.66816607,67.33101384,93.64360197,26.31258813,26.31258813,26.31258813,26.31258813
57.68138611,99.45820077,95.59177384,11.24378386,99.88212864,31.7495179,52.05288902,17.69523408,37.59261297,88.15319894,50.71506283,88.08629507,37.37123224,37.37123224,37.37123224,37.37123224
84.47421138,98.32362716,99.08027669,84.84619457,55.87952737,99.96556676,99.19490595,18.3172343,99.95889568,98.52947572,85.53925961,96.3772537,10.83799409,10.83799409,10.83799409,10.83799409
98.28376699,99.1074035,93.4841368,75.27613282,70.59479868,99.80124954,89.30143906,6.178024263,99.82522606,99.26845936,88.52849849,96.83349922,8.305000734,8.305000734,8.305000734,8.305000734
67.9667154,99.13112926,99.23154183,35.67300546,90.62083446,67.57371653,79.16979463,39.52072345,99.16516663,95.45080738,74.26827069,92.20838376,17.94011308,17.94011308,17.94011308,17.94011308
99.03328833,95.65191036,95.78740137,46.35730029,87.30402981,75.90827261,81.70384754,23.90690484,84.57904209,97.79888456,80.19564309,93.77593051,13.58028742,13.58028742,13.58028742,13.58028742
82.04945869,99.1373697,95.45721921,89.74091227,25.664896,90.7969094,99.53197631,13.64058536,52.19066092,95.30001441,69.92462809,94.24378387,24.31915578,24.31915578,24.31915578,24.31915578
97.38766038,96.9381104,90.3922174,31.67682408,15.96260313,99.83296369,88.92753254,25.4596765,76.93076475,92.09920163,67.08561112,92.32052326,25.23491214,25.23491214,25.23491214,25.23491214
71.06829254,96.38301787,96.22961583,84.02048857,83.41022696,62.75385101,97.19148685,11.06301199,99.8413904,98.84239392,81.62067892,95.08318875,13.46250983,13.46250983,13.46250983,13.46250983
62.18326166,97.54321887,95.58989023,81.07508954,61.86690805,82.55371384,77.32808077,13.2257432,54.94493245,98.03384889,68.78488114,93.69874941,24.91386827,24.91386827,24.91386827,24.91386827
69.03779667,98.82857683,94.50780886,87.93785894,70.43881191,36.27842864,80.53493931,10.28837205,99.85389545,96.96067784,73.07204247,93.31774255,20.24570008,20.24570008,20.24570008,20.24570008
62.30600863,96.65872447,98.08944614,40.17207847,99.24899862,52.47688029,50.30198368,1.290657375,83.35240128,95.47841027,67.11122742,92.05965434,24.94842692,24.94842692,24.94842692,24.94842692
98.12059637,96.54580541,96.38605623,78.41391272,70.18012975,62.95596556,98.94517784,16.31855384,66.08246235,98.28951719,77.69739786,94.09910046,16.40170261,16.40170261,16.40170261,16.40170261
78.24111452,99.70492422,98.29721934,77.86057686,68.95647251,96.8751511,65.18980081,16.24069413,55.64956844,97.93519347,74.18032519,94.55133468,20.3710095,20.3710095,20.3710095,20.3710095
75.21791145,98.00501777,92.74434684,24.48450703,48.01218692,59.90896491,69.58596194,0.319549649,99.68996277,94.46296057,63.17703313,91.43616163,28.25912851,28.25912851,28.25912851,28.25912851
96.95919687,98.53955036,98.21963328,95.08454465,80.82839707,99.16843712,87.38222435,17.69993307,26.56008493,96.33145697,80.21837735,95.68259427,15.46421693,15.46421693,15.46421693,15.46421693
98.70821277,98.81043887,94.20980154,71.68517247,50.14042161,76.19320278,75.81160372,22.32069643,84.37198027,97.83184366,76.03441506,93.87329204,17.83887698,17.83887698,17.83887698,17.83887698
71.95316294,96.75110489,99.07586061,89.41727377,95.05711937,81.33940367,95.34146124,17.55470652,99.20574618,99.30112232,87.82494896,96.33031093,8.50536197,8.50536197,8.50536197,8.50536197
95.44921509,98.56160326,93.9848057,97.89391869,99.86361531,99.45839125,99.07920501,12.17972489,98.64344903,99.89874396,97.88500897,98.42891326,0.543904284,#N/A,#N/A,#N/A
68.60317742,97.13014415,97.74793614,93.61174192,80.42409311,35.61102773,56.91990465,19.40787731,99.15275779,96.07737009,73.2617563,93.09859748,19.83684117,19.83684117,19.83684117,19.83684117
148.960874,98.10075833,99.87859072,57.31388479,93.67669389,68.25149509,99.18308998,27.60701561,78.64614127,95.90004129,92.13220043,95.12445076,2.992250337,#N/A,#N/A,#N/A
148.8080262,98.31774925,97.51229475,79.91357648,95.16063918,61.39777581,99.30959346,29.43410726,99.01486837,96.82435924,98.18872515,96.23794676,1.950778395,#N/A,#N/A,#N/A
81.09341812,99.43253487,68.19885052,82.46758115,73.60596392,25.22335754,87.36987423,7.31705219,99.81075435,96.05716576,73.83225411,92.99097323,19.15871913,19.15871913,19.15871913,19.15871913
83.755638,95.27667088,88.13272686,45.50883976,74.88822599,99.63810952,99.9984225,19.42313134,92.72250781,97.80640788,81.93894947,94.89200312,12.95305365,12.95305365,12.95305365,12.95305365
47.78766151,98.33921477,90.34833641,89.05861398,77.3842909,91.94054889,60.0854221,0.441917782,88.28464349,97.95989408,75.90456444,95.5562832,19.65171876,19.65171876,19.65171876,19.65171876
81.68978194,98.71614992,92.48039035,160.9289824,94.21785547,85.40268447,84.12737737,16.06217407,69.81008539,96.39506306,94.65435832,98.91704713,4.26268881,#N/A,4.26268881,4.26268881
72.3596894,97.2115061,96.23758453,77.68421016,99.78879915,99.79020831,92.9356483,22.57971316,99.91311262,99.06134432,90.1267145,96.69801408,6.571299585,6.571299585,6.571299585,6.571299585
77.35322818,97.99832479,98.84740512,60.13117626,83.52560154,50.01766396,95.20692269,16.27706,99.2456615,97.56690145,76.83335727,93.36500114,16.53164387,16.53164387,16.53164387,16.53164387
38.11330171,95.25276382,98.07550622,95.29066379,84.08657836,66.07079452,94.84634033,20.23414296,79.1478906,96.98832846,73.87784225,94.21764479,20.33980254,20.33980254,20.33980254,20.33980254
98.84276013,99.02241486,90.55849453,39.21239172,39.54095924,42.03525034,63.00435583,4.631923287,99.54100425,93.70639643,64.52844097,91.20949583,26.68105486,26.68105486,26.68105486,26.68105486
95.76809814,97.02294467,98.09279664,38.99762126,99.08035457,99.50520137,94.16033714,14.4770935,66.76333349,97.14266442,82.91891857,94.9396749,12.02075633,12.02075633,12.02075633,12.02075633
89.25333897,99.78936804,99.44855424,59.43503418,30.20642136,69.08127729,84.48965466,4.532435457,99.57361038,95.95863407,70.7086587,93.36699788,22.65833918,22.65833918,22.65833918,22.65833918
64.1039296,99.64627021,72.10164739,77.99304784,92.72265729,99.16762819,87.51997852,12.51263399,77.29810231,98.84832538,82.43140808,95.92776347,13.49635539,13.49635539,13.49635539,13.49635539
79.63506759,94.89188178,95.65867808,39.78943337,80.0869633,72.38349547,78.35648698,35.91038185,99.73035477,96.52206342,75.83382297,92.6696779,16.83585493,16.83585493,16.83585493,16.83585493
87.00174865,98.920693,95.2577321,74.26399803,99.12710144,46.56883184,99.89320155,14.49181813,99.47964753,97.90133936,83.77685436,94.54038896,10.7635346,10.7635346,10.7635346,10.7635346
74.76627945,96.29577171,97.03180992,53.45397496,99.03074991,51.1345787,77.34617153,4.916236821,99.29958572,97.37577852,76.72955633,93.5329321,16.80337577,16.80337577,16.80337577,16.80337577
54.33819882,98.33024667,93.69080299,84.8761993,75.1356166,99.79953686,99.18152531,3.984071245,95.17753666,98.58682509,82.58604839,96.54650237,13.96045398,13.96045398,13.96045398,13.96045398
66.68742042,97.88291424,86.38801344,59.17496652,99.84834725,99.32903314,79.54773215,30.07247245,87.25139338,97.89732865,82.63110283,94.97361442,12.34251159,12.34251159,12.34251159,12.34251159
46.59538507,94.54911584,97.15535821,37.80576775,99.25409087,75.82867187,99.83466011,16.55475019,44.21018627,94.35178528,65.89848262,92.1189129,26.22043029,26.22043029,26.22043029,26.22043029
97.37167797,96.94684324,93.7772919,66.14708299,99.77240293,39.98308089,92.38774703,16.9328846,64.66593137,96.77145965,76.70329262,93.01225892,16.3089663,16.3089663,16.3089663,16.3089663
94.29102188,99.89620091,99.85807559,99.27439309,65.35561481,77.00438808,92.93540863,37.8667503,61.84919024,97.47010537,80.34309593,94.65655042,14.31345449,14.31345449,14.31345449,14.31345449
74.56361886,99.03379412,98.90461765,84.05218743,43.77962632,99.85779442,87.61761957,25.71360278,99.75806368,97.35640789,79.96199534,95.39990229,15.43790695,15.43790695,15.43790695,15.43790695
70.41995645,94.54938822,99.43481341,57.37997795,60.45240546,65.02464629,99.18094739,25.75746025,99.46547092,97.09986995,73.57922718,93.00435382,19.42512663,19.42512663,19.42512663,19.42512663
43.30223719,94.99520586,92.42711449,71.24065398,92.0011465,21.59606229,93.6972788,15.4287247,99.89760554,94.06793719,68.68334422,91.90508194,23.22173772,23.22173772,23.22173772,23.22173772
65.33744549,95.54872365,94.70763701,48.01090116,99.5534555,99.63138088,99.3057266,6.908956431,38.6602654,95.81414697,74.07736726,94.30069858,20.22333132,20.22333132,20.22333132,20.22333132
63.79474074,95.91919676,99.07060225,68.89160809,99.52777151,43.3240077,99.66577817,11.8169836,89.00869992,97.11847535,76.17484196,93.47814079,17.30329883,17.30329883,17.30329883,17.30329883
55.14424774,94.39487646,94.09954745,38.60157343,66.75137636,37.1439218,99.91691512,2.869573549,99.46479693,94.47536795,64.23441431,91.3500253,27.11561098,27.11561098,27.11561098,27.11561098
85.03710929,96.20425958,96.18032335,73.1898034,99.47900286,18.08799924,99.39045915,5.025277395,69.59234116,95.14671005,73.10076185,92.56003794,19.45927609,19.45927609,19.45927609,19.45927609
25.77117526,96.96603541,99.77092424,50.65623784,99.101983,44.69389712,86.60038547,14.47745094,86.04928257,93.69931584,64.48698343,91.59687159,27.10988816,27.10988816,27.10988816,27.10988816
80.95594551,97.57400295,93.68233861,70.93126372,59.08796069,99.77696879,99.03599032,20.07547757,67.86075977,98.10476863,77.7213121,94.89807468,17.17676258,17.17676258,17.17676258,17.17676258
16.37763904,98.23153949,91.57627477,58.40018918,99.09778293,87.56859156,81.60795942,25.14666663,99.30169984,94.18518653,73.01439329,93.78118327,20.76678999,20.76678999,20.76678999,20.76678999
87.47580187,95.91123236,86.51038917,90.93437088,98.86548451,6.677245374,99.12947038,0.937268336,83.24527758,94.28587472,76.45148406,93.22059259,16.76910853,16.76910853,16.76910853,16.76910853
62.66200885,98.15881103,96.23132671,61.91346405,92.69451175,15.77120849,99.20604078,27.69132868,85.29326063,93.68317846,68.23315279,91.01380151,22.78064871,22.78064871,22.78064871,22.78064871
72.22559428,95.33569877,97.58645941,53.42464798,73.52430169,99.75994568,77.20936375,0.322020872,99.4274357,98.23312398,79.51120796,95.38478881,15.87358085,15.87358085,15.87358085,15.87358085
86.27558838,99.04970839,95.55995509,85.69610103,93.53360917,38.24256571,99.2180896,0.355447544,88.89085896,97.71870131,80.8374627,94.61949168,13.78202898,13.78202898,13.78202898,13.78202898
78.48194271,97.81161391,94.56571536,59.83856885,88.97661216,9.131476179,99.95452698,0.183172904,61.56839149,93.30933204,64.86691707,91.09232728,26.22541022,26.22541022,26.22541022,26.22541022
38.45161475,96.61005566,99.17167221,98.03877708,83.96117031,43.39499846,48.16424919,27.07240011,81.46093015,94.27336233,66.23578022,92.31758392,26.0818037,26.0818037,26.0818037,26.0818037
53.83472576,98.27636462,92.91671423,33.44889158,74.8162213,97.70145911,72.61795989,6.326544508,35.60598778,94.23098706,61.27978815,92.22172516,30.941937,30.941937,30.941937,30.941937
99.39655332,96.80885199,97.25703915,61.92318064,61.62583446,55.42289119,76.50020362,16.24730663,97.76566771,97.43892731,75.80079732,93.25735217,17.45655485,17.45655485,17.45655485,17.45655485
62.35964731,98.24482867,96.49232292,87.37006141,77.1284517,58.87457244,77.57624284,6.395168045,99.89168204,98.36219365,76.58474861,94.5329861,17.94823749,17.94823749,17.94823749,17.94823749
99.51412545,98.31458088,91.1277968,159.2285408,79.27183172,40.12299587,99.89613134,12.30306787,99.71483925,95.20558678,93.91701358,97.67524074,3.758227163,#N/A,#N/A,3.758227163
